,,,,"Règle de Bender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qui,"URL  source",Année,Titre,Non-applicable,Appliquée,Non-appliquée,,Commentaires,"Langue traitée",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Déductible,Non-déductible,,en,de,fr,ja,zh,pt,ar,ko,uk,es,pl,ru,cs,fi,th,syr,sv,nl,wbp,it,hr,hch,tr,ro,hi,ur,ha,he,vi
A0,https://aclanthology.org/P89-1008.pdf,1989,"Conversationally Relevant Descriptions",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P89-1009.pdf,1989,"Cooking Up Referring Expressions",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P89-1010.pdf,1989,"Word Association Norms, Mutual Information, and Lexicography",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1001.pdf,1990,"Polynomial Time Parsing of Combinatory Categorial Grammars",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1002.pdf,1990,"Structure and Intonation in Spoken Language Understanding",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1003.pdf,1990,"Prosody, Syntax and Parising",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1004.pdf,1990,"Empirical Study of Predictive Powers of Simple Attachment Schemes for Post-modifier Prepositional  Phrases",,,,x,"cite une référence (""a complete grammar of english"") dans l'article",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1005.pdf,1990,"Structural Disambiguation with Constraint Propagation",x,,,,"(à vérifier, théorique mais qq ex anglais)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1006.pdf,1990,"Memory Capacity and Sentence Processing",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1007.pdf,1990,"Transforming Syntactic Graphs into Semantic Graphs",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1008.pdf,1990,"A Compositional Semantics for Focusing Subjuncts",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1009.pdf,1990,"Designer Definites in Logical Form",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P90-1010.pdf,1990,"Mixed Initiative in Dialogue: An Investigation into Discourse Segmentation",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1001.pdf,1991,"Resolution of Collective-Distributive Ambiguity Using Model-Based Reasoning",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1002.pdf,1991,"Inclusion, Disjointness and Choice: the Logic of Linguistic Classification",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1003.pdf,1991,"Event-building through Role-filling and Anaphora Resolution",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1004.pdf,1991,"Toward a Plan-Based Understanding Model for Mixed-Initiative Dialogues",,x,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1005.pdf,1991,"An Algorithm for Plan Recognition in Collaborative Discourse",x,,,,"théorique mais qq exemples pour illustrer en anglais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1006.pdf,1991,"A Three-Level Model for Plan Exploration",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1007.pdf,1991,"A Tripartite Plan-Based Model of Dialogue",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1008.pdf,1991,"Discourse Relations and Defeasible Knowledge",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1009.pdf,1991,"Some Facts about Centers, Indexicals, and Demonstratives",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P91-1010.pdf,1991,"Type-Raising and Directionality in Combinatory Grammar",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1001.pdf,1992,"Inferring Discourse Relations in Context",,,,x,"seulement sur ex anglais",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1002.pdf,1992,"An Algorithm for VP Ellipsis",,,x,,"Brown Corpus",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1003.pdf,1992,"A Simple but Useful Approach to Conjuct Identification",,,,x,"Merck Veterinary manual (pas dans lremap)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1004.pdf,1992,"The Representation of Multimodal User Interface Dialogues Using Discourse Pegs",,x,,,"peut-être que la règle est + appliquée quand l'un.e des auteur.ices n'est pas anglophone natif ?",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1005.pdf,1992,"Monotonic Semantic Interpretation",x,,,,"""[...] but that is a specific linguistic claim about verb phrase ellipsis in English and not central to the present paper.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1006.pdf,1992,"Efficiency, Robustness and Accuracy in Picky Chart Parsing",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1007.pdf,1992,"A Functional Approach to Generation with TAG",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1008.pdf,1992,"Integrating Multiple Knowledge Sources for Detection and Correction of Repairs in Human-Computer Dialog",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1009.pdf,1992,"Conversational Implicatures in Indirect Replies",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P92-1010.pdf,1992,"Reasoning with Descriptions of Trees",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0,https://aclanthology.org/P93-1001.pdf,1993,"Char_align: A Program for Aligning Parallel Texts at the Character Level",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
