Qui,URL,Année,Titre,Non-applicable,Appliquée,Déductible,Non-déductible,Commentaires,en,de,fr,ja,zh,pt,ar,ko,uk,es,pl,ru,cs,fi,th,syr,sv,nl,wbp,it,hr,hch,tr,ro,hi,ur,ha,he,vi,el,da,ms,ca,is,eu,sr,gl,cy,ast,et,bg,sl,hu,ta,fa,sa,id,cr,ctn,iu,mux,yuw,byx,st,roh,yua,la,kij,no,sk,af,sux,mk,te,mwf,zgh,ps,ks,bn,gu,ml,ga,lv
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/182_Paper.pdf,2012,"Textual Characteristics for Language Engineering",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/183_Paper.pdf,2012,"A Survey of Text Mining Architectures and the UIMA Standard",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/184_Paper.pdf,2012,"A Rule-based Morphological Analyzer for Murrinh-Patha",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/187_Paper.pdf,2012,"DutchSemCor: Targeting the ideal sense-tagged corpus ",,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2012/pdf/188_Paper.pdf,2012,"Extracting Directional and Comparable Corpora from a Multilingual Corpus for Translation Studies",,x,,,,x,x,x,,,,,,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1_Paper.pdf,2014,"CLiPS Stylometry Investigation (CSI) corpus: A Dutch corpus for the detection of age, gender, personality, sentiment and deception in text",,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1000_Paper.pdf,2014,"On Paraphrase Identification Corpora ",,,x,,"semilar (dans lremap), ulpc, msrp, sp, sra, sts, rw",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1001_Paper.pdf,2014,"A Corpus of Comparisons in Product Reviews",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1003_Paper.pdf,2014,"Generating and using probabilistic morphological resources for the biomedical domain",,x,,,,x,,x,x,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1005_Paper.pdf,2014,"A System for Experiments with Dependency Parsers",x,,,,"ou non-appliquée",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1007_Paper.pdf,2014,"Sockpuppet Detection in Wikipedia: A Corpus of Real-World Deceptive Writing for Linking Identities",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1009_Paper.pdf,2014,"Textual Emigration Analysis",,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/101_Paper.pdf,2014,"Phoneme Set Design Using English Speech Database by Japanese for Dialogue-Based English CALL Systems",,x,,,titre,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1010_Paper.pdf,2014,"Toward a unifying model for Opinion, Sentiment and Emotion information extraction",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1011_Paper.pdf,2014,"Towards automatic quality assessment of component metadata",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1012_Paper.pdf,2014,"PropBank: Semantics of New Predicate Types",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1016_Paper.pdf,2014,"RESTful Annotation and Efficient Collaboration",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1017_Paper.pdf,2014,"ALICO: A multimodal corpus for the study of active listening",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1018_Paper.pdf,2014,"PoliTa: A multitagger for Polish",,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1019_Paper.pdf,2014,"A Corpus of Participant Roles in Contentious Discussions",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/102_Paper.pdf,2014,"Bilingual Dictionary Construction with Transliteration Filtering",,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1020_Paper.pdf,2014,"Revising the annotation of a Broadcast News corpus: a linguistic approach",,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1021_Paper.pdf,2014,"Gold-standard for Topic-specific Sentiment Analysis of Economic Texts",,x,,,"langue pas précisée pour tous les corpus utilisés",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1022_Paper.pdf,2014,"Visualization of Language Relations and Families: MultiTree",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/1023_Paper.pdf,2014,"HiEve: A Corpus for Extracting Event Hierarchies from News Stories",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/2_Paper.pdf,2014,"Amazigh Verb Conjugator",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/3_Paper.pdf,2014,"Extracting News Web Page Creation Time with DCTFinder",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/4_Paper.pdf,2014,"WordNet–Wikipedia–Wiktionary: Construction of a Three-way Alignment",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/6_Paper.pdf,2014,"Expanding n-gram analytics in ELAN and a case study for sign synthesis",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/7_Paper.pdf,2014,"New Spanish speech corpus database for the analysis of people suffering from Parkinson’s disease",,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/8_Paper.pdf,2014,"A LDA-Based Topic Classification Approach from Highly Imperfect Automatic Transcriptions",,,,x,"""callcenter in Paris""",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/9_Paper.pdf,2014,"ELRA's Consolidated Services for the HLT Community ",,x,,,,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/12_Paper.pdf,2014,"REFRACTIVE: An Open Source Tool to Extract Knowledge from Syntactic and Semantic Relations",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/14_Paper.pdf,2014,"Digital Library 2.0 — Source of Knowledge and Research Collaboration Platform",,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/16_Paper.pdf,2014,"Linguistic Evaluation of Support Verb Constructions by OpenLogos and Google Translate",,x,,,,,x,x,,,x,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/18_Paper.pdf,2014,"Towards building a Kashmiri Treebank: Setting up the Annotation Pipeline",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/19_Paper.pdf,2014,"Characterizing and Predicting Bursty Events: The Buzz Case Study on Twitter",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/21_Paper.pdf,2014,"Constructing a Chinese–Japanese Parallel Corpus from Wikipedia",,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/23_Paper.pdf,2014,"The Meta-knowledge of Causality in Biomedical Scientific Discourse",,,,x,"biocause corpus?",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/24_Paper.pdf,2014,"ML-Optimization of Ported Constraint Grammars",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/25_Paper.pdf,2014,"A Study on Expert Sourcing Enterprise Question Collection and Classification ",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/27_Paper.pdf,2014,"The Impact of Cohesion Errors in Extraction Based Summaries",,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/28_Paper.pdf,2014,"Can the Crowd be Controlled?: A Case Study on Crowd Sourcing and Automatic Validation of Completed Tasks based on User Modeling",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/31_Paper.pdf,2014,"A decade of HLT Agency activities in the Low Countries: from resource maintenance (BLARK) to service offerings (BLAISE)",,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/32_Paper.pdf,2014,"An Effortless Way to Create Large-scale Datasets for Famous Speakers",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/34_Paper.pdf,2014,"Disambiguating Verbs by Collocation: Corpus Lexicography meets Natural Language Processing",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/39_Paper.pdf,2014,"Three dimensions of the so-called ""interoperability"" of annotation schemes ",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/41_Paper.pdf,2014,"German Alcohol Language Corpus - the Question of Dialect",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/42_Paper.pdf,2014,"A Japanese Word Dependency Corpus",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/43_Paper.pdf,2014,"An Iterative Approach for Mining Parallel Sentences in a Comparable Corpus",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/45_Paper.pdf,2014,"French Resources for Extraction and Normalization of Temporal Expressions with HeidelTime",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/46_Paper.pdf,2014,"Exploiting Portuguese Lexical Knowledge Bases for Answering Open Domain Cloze Questions Automatically",,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/47_Paper.pdf,2014,"A Database for Measuring Linguistic Information Content",,x,,,,x,x,x,,x,,x,x,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/48_Paper.pdf,2014,"The N2 corpus: A semantically annotated collection of Islamist extremist stories",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2014/pdf/50_Paper.pdf,2014,"Valency and Word Order in Czech – A Corpus Probe",,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1002.pdf,2016,"Using BabelNet to Improve OOV Coverage in SMT",,x,,,,x,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1003.pdf,2016,"Enhancing Access to Online Education: Quality Machine Translation of MOOC Content",,x,,,,x,x,,,x,x,,,,,x,x,x,,,,,x,,x,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1004.pdf,2016,"The Trials and Tribulations of Predicting Machine Translation Post-Editing Productivity",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1005.pdf,2016,"PE2rr Corpus: Manual Error Annotation of Automatically Pre-annotated MT Post-edits",,x,,,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1006.pdf,2016,"Sentiment Lexicons for Arabic Social Media",,x,,,"titre + mots-clés",x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1007.pdf,2016,"A Language Independent Method for Generating Large Scale Polarity Lexicons",,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1008.pdf,2016,"Sentiment Analysis in Social Networks through Topic Modeling",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1009.pdf,2016,"A Comparison of Domain-based Word Polarity Estimation using different Word Embeddings",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1010.pdf,2016,"Could Speaker, Gender or Age Awareness be beneficial in Speech-based Emotion Recognition?",,x,,,,x,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1001.pdf,2016,"Evaluating Machine Translation in a Usage Scenario",,x,,,,x,x,,,,x,,,,x,,,x,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1011.pdf,2016,"Discriminative Analysis of Linguistic Features for Typological Study",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1012.pdf,2016,"POS-tagging of Historical Dutch",,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1013.pdf,2016,"A Language Resource of German Errors Written by Children with Dyslexia",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1014.pdf,2016,"CItA: an L1 Italian Learner Corpus to Study the Development of Writing Competence",,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1015.pdf,2016,"If You Even Don’t Have a Bit of Bible: Learning Delexicalized POS Taggers",,x,,,"(107 langues...)",x,x,,,,x,,,,x,,x,x,x,,,x,x,x,,,,x,x,x,,,,,x,x,,x,,x,,,,,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1016.pdf,2016,"The SpeDial Datasets: Datasets for Spoken Dialogue Systems Analytics",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1017.pdf,2016,"Creating Annotated Dialogue Resources: Cross-Domain Dialogue Act Classification",,,x,,"AMI, HCRC Map- Task and Switchboard.",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1018.pdf,2016,"Towards A Multi-Dimensional Taxonomy Of Stories In Dialogue",,,x,,"switchboard and distress analysis interview corpus",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1019.pdf,2016,"PentoRef: A Corpus of Spoken References in Task-oriented Dialogues",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1020.pdf,2016,"Transfer of Corpus-Specific Dialogue Act Annotation to ISO Standard: Is it worth it?",,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1021.pdf,2016,"WikiCoref: An English Coreference-annotated Corpus of Wikipedia Articles",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1022.pdf,2016,"Exploitation of Co-reference in Distributional Semantics",,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1023.pdf,2016,"Adapting an Entity Centric Model for Portuguese Coreference Resolution",,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1024.pdf,2016,"IMS HotCoref DE: A Data-Driven Co-Reference Resolver for German",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1025.pdf,2016,"Coreference Annotation Scheme and Relation Types for Hindi",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1026.pdf,2016,"Coreference in Prague Czech-English Dependency Treebank",,x,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1027.pdf,2016,"An Investigation of Coreference Phenomena in the Biomedical Domain",,,x,,"darpa, bioNLP corpus",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1028.pdf,2016,"Annotating Characters in Literary Corpora: A Scheme, the CHARLES Tool, and an Annotated Novel",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1029.pdf,2016,"Error Typology and Remediation Strategies for Requirements Written in English by Non-Native Speakers",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1030.pdf,2016,"Improving POS Tagging of German Learner Language in a Reading Comprehension Scenario",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1031.pdf,2016,"SweLL on the rise: Swedish Learner Language corpus for European Reference Level studies",,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1032.pdf,2016,"SVALex: a CEFR-graded lexical resource for Swedish foreign and second language learners",,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1033.pdf,2016,"Detecting Word Usage Errors in Chinese Sentences for Learning Chinese as a Foreign Language ",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1034.pdf,2016,"LibN3L:A Lightweight Package for Neural NLP",,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1035.pdf,2016,"Evaluating Lexical Simplification and Vocabulary Knowledge for Learners of French: Possibilities of Using the FLELex Resource",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1036.pdf,2016,"A Shared Task for Spoken CALL?",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1037.pdf,2016,"Joining-in-type Humanoid Robot Assisted Language Learning System",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
